Datum / Uhrzeit,Netzbezug [W],Netzeinspeisung [W],Erzeugung [W],Speicher Beladung [W],Speicher Entladung [W],Verbrauch [W],Ladezustand [%]
08.09.2023 12:00:00 +0200,0,2178,5174,785,0,2212,60
08.09.2023 12:15:00 +0200,0,847,5516,714,0,3955,62
08.09.2023 12:30:00 +0200,0,1518,5843,760,0,3565,64
08.09.2023 12:45:00 +0200,0,2264,6065,786,0,3015,66
08.09.2023 13:00:00 +0200,0,2510,6224,785,0,2928,68
08.09.2023 13:15:00 +0200,0,2569,6348,783,0,2995,71
08.09.2023 13:30:00 +0200,0,2615,6437,781,0,3040,73
08.09.2023 13:45:00 +0200,0,2604,6491,779,0,3108,75
08.09.2023 14:00:00 +0200,0,2579,6550,777,0,3194,77
08.09.2023 14:15:00 +0200,0,2919,6499,774,0,2807,79
08.09.2023 14:30:00 +0200,0,2252,6471,772,0,3447,81
08.09.2023 14:45:00 +0200,0,870,6387,708,0,4810,83
08.09.2023 15:00:00 +0200,0,3579,6349,773,0,1998,85
08.09.2023 15:15:00 +0200,0,4202,6213,768,0,1243,88
08.09.2023 15:30:00 +0200,0,4700,6074,766,0,609,90
08.09.2023 15:45:00 +0200,0,4036,5837,761,0,1040,92
08.09.2023 16:00:00 +0200,0,4332,5640,757,0,552,94
08.09.2023 16:15:00 +0200,0,2954,5209,1854,0,401,97
08.09.2023 16:30:00 +0200,0,4416,5001,103,0,482,100
08.09.2023 16:45:00 +0200,0,4324,4717,0,31,424,100
08.09.2023 17:00:00 +0200,0,3738,4182,0,29,474,100
08.09.2023 17:15:00 +0200,0,3252,3784,0,30,563,100
08.09.2023 17:30:00 +0200,0,1737,3123,0,30,1415,100
08.09.2023 17:45:00 +0200,0,1058,2522,0,30,1494,100
08.09.2023 18:00:00 +0200,0,649,2166,129,0,1389,99
08.09.2023 18:15:00 +0200,0,1453,1781,0,26,355,100
08.09.2023 18:30:00 +0200,0,917,1272,0,24,380,100
08.09.2023 18:45:00 +0200,0,563,950,0,24,412,100
08.09.2023 19:00:00 +0200,0,207,572,0,29,395,100
08.09.2023 19:15:00 +0200,14,0,242,0,312,567,100
08.09.2023 19:30:00 +0200,18,0,72,0,1040,1129,98
08.09.2023 19:45:00 +0200,0,15,30,0,800,815,95
08.09.2023 20:00:00 +0200,0,12,18,0,645,651,93
08.09.2023 20:15:00 +0200,0,12,9,0,587,585,91
08.09.2023 20:30:00 +0200,0,9,5,0,443,439,90
08.09.2023 20:45:00 +0200,0,15,0,0,466,451,89
08.09.2023 21:00:00 +0200,0,0,0,0,516,516,88
08.09.2023 21:15:00 +0200,11,0,0,0,619,630,86
08.09.2023 21:30:00 +0200,0,12,0,0,520,507,84
08.09.2023 21:45:00 +0200,0,15,0,0,570,556,83
08.09.2023 22:00:00 +0200,0,2,0,0,529,527,81
08.09.2023 22:15:00 +0200,7,0,0,0,379,386,80
08.09.2023 22:30:00 +0200,9,0,0,0,347,355,79
08.09.2023 22:45:00 +0200,8,0,0,0,317,325,78
08.09.2023 23:00:00 +0200,6,0,0,0,400,406,78
08.09.2023 23:15:00 +0200,31,0,0,0,355,385,76
08.09.2023 23:30:00 +0200,15,0,0,0,1467,1483,74
08.09.2023 23:45:00 +0200,0,27,0,0,884,858,70
09.09.2023 00:00:00 +0200,0,30,0,0,409,379,69
09.09.2023 00:15:00 +0200,0,6,0,0,377,371,68
09.09.2023 00:30:00 +0200,0,4,0,0,328,324,67
09.09.2023 00:45:00 +0200,0,9,0,0,428,419,66
09.09.2023 01:00:00 +0200,4,0,0,0,428,432,65
09.09.2023 01:15:00 +0200,0,10,0,0,474,464,63
09.09.2023 01:30:00 +0200,4,0,0,0,484,488,62
09.09.2023 01:45:00 +0200,0,13,0,0,448,434,61
09.09.2023 02:00:00 +0200,4,0,0,0,435,438,60
09.09.2023 02:15:00 +0200,0,9,0,0,444,435,58
09.09.2023 02:30:00 +0200,32,0,0,0,330,362,57
09.09.2023 02:45:00 +0200,1,0,0,0,390,391,56
09.09.2023 03:00:00 +0200,27,0,0,0,340,367,55
09.09.2023 03:15:00 +0200,10,0,0,0,385,395,54
09.09.2023 03:30:00 +0200,0,21,0,0,484,463,53
09.09.2023 03:45:00 +0200,0,10,0,0,434,424,52
09.09.2023 04:00:00 +0200,0,12,0,0,434,422,51
09.09.2023 04:15:00 +0200,0,21,0,0,473,452,49
09.09.2023 04:30:00 +0200,0,19,0,0,434,415,48
09.09.2023 04:45:00 +0200,21,0,0,0,343,364,47
09.09.2023 05:00:00 +0200,0,16,0,0,439,423,46
09.09.2023 05:15:00 +0200,27,0,0,0,305,333,45
09.09.2023 05:30:00 +0200,27,0,0,0,321,348,44
09.09.2023 05:45:00 +0200,0,18,0,0,483,465,43
09.09.2023 06:00:00 +0200,5,0,0,0,383,388,42
09.09.2023 06:15:00 +0200,25,0,1,0,360,386,41
09.09.2023 06:30:00 +0200,0,16,12,0,418,414,40
09.09.2023 06:45:00 +0200,0,11,33,0,792,814,39
09.09.2023 07:00:00 +0200,1,0,46,0,1285,1333,35
09.09.2023 07:15:00 +0200,0,2,94,0,198,289,33
09.09.2023 07:30:00 +0200,0,16,124,0,183,291,32
09.09.2023 07:45:00 +0200,0,11,173,0,108,269,32
09.09.2023 08:00:00 +0200,0,0,198,0,189,387,31
09.09.2023 08:15:00 +0200,1,0,274,159,0,116,31
09.09.2023 08:30:00 +0200,34,0,343,246,0,131,32
09.09.2023 08:45:00 +0200,41,0,448,300,0,189,33
09.09.2023 09:00:00 +0200,21,0,641,630,0,32,34
09.09.2023 09:15:00 +0200,0,180,885,800,0,-96,36
09.09.2023 09:30:00 +0200,0,485,1150,801,0,-136,38
09.09.2023 09:45:00 +0200,0,404,1599,801,0,393,40
09.09.2023 10:00:00 +0200,0,8,2152,0,856,3000,40
09.09.2023 10:15:00 +0200,17,0,2534,357,0,2193,38
09.09.2023 10:30:00 +0200,4,0,2898,805,0,2096,40
09.09.2023 10:45:00 +0200,0,246,3227,886,0,2095,42
09.09.2023 11:00:00 +0200,0,591,3586,885,0,2110,45
09.09.2023 11:15:00 +0200,0,767,3789,885,0,2137,47
09.09.2023 11:30:00 +0200,0,1285,4328,884,0,2157,49
09.09.2023 11:45:00 +0200,0,1873,4865,885,0,2107,52
09.09.2023 12:00:00 +0200,0,1996,5061,887,0,2177,54
09.09.2023 12:15:00 +0200,0,2222,5407,888,0,2297,56
09.09.2023 12:30:00 +0200,0,2477,5719,889,0,2352,59
09.09.2023 12:45:00 +0200,0,2610,5910,890,0,2411,61
09.09.2023 13:00:00 +0200,0,2807,6116,891,0,2417,63
09.09.2023 13:15:00 +0200,0,2835,6200,893,0,2472,66
09.09.2023 13:30:00 +0200,0,2896,6267,896,0,2475,68
09.09.2023 13:45:00 +0200,0,2238,6308,783,0,3286,70
09.09.2023 14:00:00 +0200,0,2523,6368,879,0,2966,72
09.09.2023 14:15:00 +0200,0,2768,6381,916,0,2696,75
09.09.2023 14:30:00 +0200,0,2604,6348,917,0,2828,77
09.09.2023 14:45:00 +0200,0,2444,6252,917,0,2891,80
09.09.2023 15:00:00 +0200,0,4023,6100,917,0,1161,82
09.09.2023 15:15:00 +0200,0,4150,5953,917,0,886,85
09.09.2023 15:30:00 +0200,0,3024,5756,918,0,1815,87
09.09.2023 15:45:00 +0200,0,3539,5518,919,0,1061,89
09.09.2023 16:00:00 +0200,0,3908,5401,931,0,562,92
09.09.2023 16:15:00 +0200,0,3047,4945,1344,0,555,95
09.09.2023 16:30:00 +0200,0,3890,4753,322,0,540,100
09.09.2023 16:45:00 +0200,0,3934,4425,0,31,522,100
09.09.2023 17:00:00 +0200,0,3453,3910,0,31,489,100
09.09.2023 17:15:00 +0200,0,3010,3434,0,31,455,100
09.09.2023 17:30:00 +0200,0,2465,2783,0,30,349,100
09.09.2023 17:45:00 +0200,0,1932,2286,0,30,384,100
09.09.2023 18:00:00 +0200,0,1575,1916,0,28,371,100
09.09.2023 18:15:00 +0200,0,1164,1469,0,28,333,100
09.09.2023 18:30:00 +0200,0,678,1019,0,38,381,100
09.09.2023 18:45:00 +0200,0,406,710,0,26,331,100
09.09.2023 19:00:00 +0200,0,123,434,0,148,460,100
09.09.2023 19:15:00 +0200,9,0,207,0,327,544,99
09.09.2023 19:30:00 +0200,15,0,61,0,295,371,98
09.09.2023 19:45:00 +0200,16,0,28,0,577,621,97
09.09.2023 20:00:00 +0200,7,0,17,0,1592,1616,94
09.09.2023 20:15:00 +0200,0,8,8,0,882,882,90
09.09.2023 20:30:00 +0200,3,0,3,0,469,475,89
09.09.2023 20:45:00 +0200,0,1,0,0,496,495,87
09.09.2023 21:00:00 +0200,0,8,0,0,473,464,86
09.09.2023 21:15:00 +0200,0,3,0,0,491,489,85
09.09.2023 21:30:00 +0200,0,13,0,0,425,412,84
09.09.2023 21:45:00 +0200,11,0,0,0,448,460,82
09.09.2023 22:00:00 +0200,13,0,0,0,374,387,81
09.09.2023 22:15:00 +0200,0,15,0,0,435,420,80
09.09.2023 22:30:00 +0200,0,3,0,0,467,463,79
09.09.2023 22:45:00 +0200,12,0,0,0,498,509,78
09.09.2023 23:00:00 +0200,0,21,0,0,479,458,76
09.09.2023 23:15:00 +0200,0,1,0,0,572,571,75
09.09.2023 23:30:00 +0200,0,6,0,0,536,530,73
09.09.2023 23:45:00 +0200,16,0,0,0,365,381,72
10.09.2023 00:00:00 +0200,4,0,0,0,367,371,71
10.09.2023 00:15:00 +0200,22,0,0,0,316,337,70
10.09.2023 00:30:00 +0200,11,0,0,0,362,373,70
10.09.2023 00:45:00 +0200,0,21,0,0,429,408,68
10.09.2023 01:00:00 +0200,28,0,0,0,367,395,67
10.09.2023 01:15:00 +0200,0,6,0,0,457,451,66
10.09.2023 01:30:00 +0200,0,29,0,0,451,422,65
10.09.2023 01:45:00 +0200,0,11,0,0,474,463,64
10.09.2023 02:00:00 +0200,17,0,0,0,377,393,62
10.09.2023 02:15:00 +0200,23,0,0,0,468,491,62
10.09.2023 02:30:00 +0200,11,0,0,0,1537,1548,59
10.09.2023 02:45:00 +0200,21,0,0,0,537,557,55
10.09.2023 03:00:00 +0200,0,4,0,0,431,426,54
10.09.2023 03:15:00 +0200,0,20,0,0,459,440,53
10.09.2023 03:30:00 +0200,0,27,0,0,449,422,52
10.09.2023 03:45:00 +0200,15,0,0,0,475,489,50
10.09.2023 04:00:00 +0200,0,23,0,0,442,420,49
10.09.2023 04:15:00 +0200,0,12,0,0,418,406,48
10.09.2023 04:30:00 +0200,9,0,0,0,382,391,47
10.09.2023 04:45:00 +0200,19,0,0,0,349,367,46
10.09.2023 05:00:00 +0200,14,0,0,0,384,398,45
10.09.2023 05:15:00 +0200,2,0,0,0,473,475,44
10.09.2023 05:30:00 +0200,7,0,0,0,617,624,42
10.09.2023 05:45:00 +0200,0,7,0,0,893,886,39
10.09.2023 06:00:00 +0200,0,3,0,0,522,519,38
10.09.2023 06:15:00 +0200,0,20,0,0,469,449,37
10.09.2023 06:30:00 +0200,4,0,11,0,470,485,35
10.09.2023 06:45:00 +0200,2,0,29,0,406,437,34
10.09.2023 07:00:00 +0200,4,0,44,0,301,349,33
10.09.2023 07:15:00 +0200,6,0,36,0,1119,1162,31
10.09.2023 07:30:00 +0200,0,3,70,0,998,1066,27
10.09.2023 07:45:00 +0200,11,0,104,0,215,330,25
10.09.2023 08:00:00 +0200,0,0,127,0,283,409,24
10.09.2023 08:15:00 +0200,1,0,190,0,496,686,23
10.09.2023 08:30:00 +0200,5,0,230,0,250,485,22
10.09.2023 08:45:00 +0200,0,0,314,0,65,379,21
10.09.2023 09:00:00 +0200,0,5,336,0,14,344,21
10.09.2023 09:15:00 +0200,35,0,369,84,0,319,21
10.09.2023 09:30:00 +0200,25,0,329,4,0,350,20
10.09.2023 09:45:00 +0200,32,0,517,175,0,373,20
10.09.2023 10:00:00 +0200,37,0,490,220,0,308,21
10.09.2023 10:15:00 +0200,27,0,552,245,0,334,21
10.09.2023 10:30:00 +0200,32,0,588,299,0,321,22
10.09.2023 10:45:00 +0200,25,0,922,615,0,331,23
10.09.2023 11:00:00 +0200,30,0,1303,1056,0,276,25
10.09.2023 11:15:00 +0200,0,255,1669,1181,0,233,28
10.09.2023 11:30:00 +0200,0,2633,3917,1216,0,64,32
10.09.2023 11:45:00 +0200,0,2861,4167,1216,0,89,35
10.09.2023 12:00:00 +0200,0,4043,5180,1216,0,-80,38
10.09.2023 12:15:00 +0200,0,3316,5434,1213,0,905,42
10.09.2023 12:30:00 +0200,0,3900,5574,1216,0,458,45
10.09.2023 12:45:00 +0200,0,4534,5771,1218,0,19,48
10.09.2023 13:00:00 +0200,0,4640,5925,1219,0,67,51
10.09.2023 13:15:00 +0200,0,4730,6027,1221,0,76,55
10.09.2023 13:30:00 +0200,0,3456,6052,1231,0,1365,58
10.09.2023 13:45:00 +0200,0,4190,6016,1237,0,589,61
10.09.2023 14:00:00 +0200,0,4694,6106,1241,0,171,65
10.09.2023 14:15:00 +0200,0,4647,6114,1245,0,223,68
10.09.2023 14:30:00 +0200,0,3997,6016,1246,0,772,71
10.09.2023 14:45:00 +0200,0,4327,5944,1246,0,371,75
10.09.2023 15:00:00 +0200,0,4155,5740,1246,0,338,78
10.09.2023 15:15:00 +0200,0,4043,5683,1247,0,393,82
10.09.2023 15:30:00 +0200,0,3780,5429,1247,0,402,85
10.09.2023 15:45:00 +0200,0,3499,5153,1255,0,400,89
10.09.2023 16:00:00 +0200,0,3376,5043,1262,0,405,92
10.09.2023 16:15:00 +0200,0,3069,4660,1201,0,390,96
10.09.2023 16:30:00 +0200,0,3941,4469,47,0,481,100
10.09.2023 16:45:00 +0200,0,3643,4058,0,25,440,100
10.09.2023 17:00:00 +0200,0,3235,3620,0,24,409,100
10.09.2023 17:15:00 +0200,0,2759,3093,0,23,358,100
10.09.2023 17:30:00 +0200,0,2241,2562,0,23,344,100
10.09.2023 17:45:00 +0200,0,774,1981,0,22,1230,100
10.09.2023 18:00:00 +0200,0,139,1471,0,61,1393,100
10.09.2023 18:15:00 +0200,14,0,747,0,133,895,99
10.09.2023 18:30:00 +0200,11,0,375,0,98,485,99
10.09.2023 18:45:00 +0200,0,0,337,0,115,452,99
10.09.2023 19:00:00 +0200,5,0,211,0,293,508,99
10.09.2023 19:15:00 +0200,19,0,110,0,339,468,98
10.09.2023 19:30:00 +0200,0,0,38,0,451,489,97
10.09.2023 19:45:00 +0200,2,0,24,0,505,532,95
10.09.2023 20:00:00 +0200,14,0,16,0,537,568,94
10.09.2023 20:15:00 +0200,9,0,7,0,521,537,93
10.09.2023 20:30:00 +0200,10,0,0,0,463,473,91
10.09.2023 20:45:00 +0200,0,5,0,0,508,503,90
10.09.2023 21:00:00 +0200,22,0,0,0,557,579,88
10.09.2023 21:15:00 +0200,0,8,0,0,536,528,87
10.09.2023 21:30:00 +0200,0,13,0,0,567,555,85
10.09.2023 21:45:00 +0200,2,0,0,0,513,515,84
10.09.2023 22:00:00 +0200,0,6,0,0,490,484,83
10.09.2023 22:15:00 +0200,0,31,0,0,511,481,81
10.09.2023 22:30:00 +0200,0,6,0,0,449,443,80
10.09.2023 22:45:00 +0200,7,0,0,0,420,426,79
10.09.2023 23:00:00 +0200,25,0,0,0,360,385,78
10.09.2023 23:15:00 +0200,22,0,0,0,366,388,77
10.09.2023 23:30:00 +0200,0,25,0,0,442,417,76
10.09.2023 23:45:00 +0200,0,16,0,0,664,648,74
11.09.2023 00:00:00 +0200,11,0,0,0,1607,1618,71
11.09.2023 00:15:00 +0200,0,28,0,0,623,595,67
11.09.2023 00:30:00 +0200,0,23,0,0,467,444,66
11.09.2023 00:45:00 +0200,0,17,0,0,457,440,65
11.09.2023 01:00:00 +0200,14,0,0,0,389,402,64
11.09.2023 01:15:00 +0200,0,22,0,0,358,336,63
11.09.2023 01:30:00 +0200,0,23,0,0,360,338,62
11.09.2023 01:45:00 +0200,12,0,0,0,352,365,61
11.09.2023 02:00:00 +0200,11,0,0,0,342,353,60
11.09.2023 02:15:00 +0200,6,0,0,0,349,355,59
11.09.2023 02:30:00 +0200,0,6,0,0,383,377,58
11.09.2023 02:45:00 +0200,12,0,0,0,335,347,57
11.09.2023 03:00:00 +0200,12,0,0,0,322,334,56
11.09.2023 03:15:00 +0200,0,16,0,0,372,356,55
11.09.2023 03:30:00 +0200,0,24,0,0,319,295,54
11.09.2023 03:45:00 +0200,0,23,0,0,319,295,53
11.09.2023 04:00:00 +0200,0,4,0,0,400,396,52
11.09.2023 04:15:00 +0200,0,8,0,0,447,439,51
11.09.2023 04:30:00 +0200,0,1,0,0,428,427,50
11.09.2023 04:45:00 +0200,0,1,0,0,454,453,49
11.09.2023 05:00:00 +0200,0,1,0,0,459,458,47
11.09.2023 05:15:00 +0200,17,0,0,0,398,416,46
11.09.2023 05:30:00 +0200,0,21,0,0,413,392,45
11.09.2023 05:45:00 +0200,0,5,0,0,426,421,44
11.09.2023 06:00:00 +0200,18,0,1,0,420,439,43
11.09.2023 06:15:00 +0200,0,4,2,0,496,495,41
11.09.2023 06:30:00 +0200,9,0,11,0,1335,1356,39
11.09.2023 06:45:00 +0200,0,11,23,0,1203,1215,34
11.09.2023 07:00:00 +0200,10,0,38,0,350,398,33
11.09.2023 07:15:00 +0200,0,6,75,0,308,377,32
11.09.2023 07:30:00 +0200,0,10,131,0,249,370,31
11.09.2023 07:45:00 +0200,0,0,203,0,170,373,30
11.09.2023 08:00:00 +0200,0,16,324,42,0,266,30
11.09.2023 08:15:00 +0200,27,0,396,280,0,142,30
11.09.2023 08:30:00 +0200,32,0,472,393,0,112,31
11.09.2023 08:45:00 +0200,31,0,582,503,0,110,32
11.09.2023 09:00:00 +0200,25,0,696,701,0,20,34
11.09.2023 09:15:00 +0200,0,90,976,942,0,-56,36
11.09.2023 09:30:00 +0200,0,383,1231,943,0,-94,38
11.09.2023 09:45:00 +0200,0,759,1552,944,0,-151,41
11.09.2023 10:00:00 +0200,0,1210,2022,945,0,-134,43
11.09.2023 10:15:00 +0200,0,1620,2396,945,0,-169,46
11.09.2023 10:30:00 +0200,0,2012,2789,945,0,-168,48
11.09.2023 10:45:00 +0200,0,2154,3112,945,0,12,51
11.09.2023 11:00:00 +0200,0,2493,3445,946,0,6,53
11.09.2023 11:15:00 +0200,0,2811,3748,945,0,-9,56
11.09.2023 11:30:00 +0200,0,2783,4391,945,0,663,58
11.09.2023 11:45:00 +0200,0,3004,4713,947,0,762,61
11.09.2023 12:00:00 +0200,0,3778,4686,949,0,-40,63
11.09.2023 12:15:00 +0200,0,4263,5210,951,0,-6,66
11.09.2023 12:30:00 +0200,0,4598,5563,955,0,10,68
11.09.2023 12:45:00 +0200,0,4487,5519,956,0,77,71
11.09.2023 13:00:00 +0200,0,4475,5582,957,0,150,73
11.09.2023 13:15:00 +0200,0,4237,5363,957,0,168,76
11.09.2023 13:30:00 +0200,0,4616,5770,958,0,197,78
11.09.2023 13:45:00 +0200,0,4200,5386,958,0,228,81
11.09.2023 14:00:00 +0200,0,4887,6065,958,0,218,84
11.09.2023 14:15:00 +0200,0,4975,6167,959,0,232,86
11.09.2023 14:30:00 +0200,0,4806,6013,973,0,234,89
11.09.2023 14:45:00 +0200,0,4646,5919,985,0,288,91
11.09.2023 15:00:00 +0200,0,4489,5813,988,0,336,94
11.09.2023 15:15:00 +0200,0,4179,5669,1077,0,414,99
11.09.2023 15:30:00 +0200,0,5040,5483,0,31,475,100
11.09.2023 15:45:00 +0200,0,4850,5311,0,31,492,100
11.09.2023 16:00:00 +0200,0,4533,5032,0,32,531,100
11.09.2023 16:15:00 +0200,0,4174,4711,0,32,569,100
11.09.2023 16:30:00 +0200,0,3686,4416,0,31,761,100
11.09.2023 16:45:00 +0200,0,3637,4082,0,31,475,100
11.09.2023 17:00:00 +0200,0,3176,3616,0,30,470,100
11.09.2023 17:15:00 +0200,0,2863,3131,0,30,299,100
11.09.2023 17:30:00 +0200,0,2185,2485,0,30,331,100
11.09.2023 17:45:00 +0200,0,1643,1962,0,30,349,100
11.09.2023 18:00:00 +0200,0,1138,1508,0,29,400,100
11.09.2023 18:15:00 +0200,0,286,931,0,303,949,100
11.09.2023 18:30:00 +0200,12,0,664,0,529,1205,98
11.09.2023 18:45:00 +0200,33,0,352,0,1366,1751,96
11.09.2023 19:00:00 +0200,0,3,157,0,1354,1508,91
11.09.2023 19:15:00 +0200,5,0,68,0,344,417,89
11.09.2023 19:30:00 +0200,3,0,34,0,479,516,88
11.09.2023 19:45:00 +0200,0,5,19,0,589,603,87
11.09.2023 20:00:00 +0200,0,11,17,0,505,511,85
11.09.2023 20:15:00 +0200,6,0,6,0,475,487,84
11.09.2023 20:30:00 +0200,4,0,0,0,510,513,83
11.09.2023 20:45:00 +0200,0,13,0,0,579,566,81
11.09.2023 21:00:00 +0200,0,7,0,0,591,585,79
11.09.2023 21:15:00 +0200,11,0,0,0,451,462,78
11.09.2023 21:30:00 +0200,0,3,0,0,484,481,77
11.09.2023 21:45:00 +0200,0,17,0,0,510,493,76
11.09.2023 22:00:00 +0200,0,27,0,0,489,462,74
11.09.2023 22:15:00 +0200,0,22,0,0,511,489,73
11.09.2023 22:30:00 +0200,0,10,0,0,468,458,71
11.09.2023 22:45:00 +0200,0,0,0,0,941,941,70
11.09.2023 23:00:00 +0200,0,1,0,0,1472,1470,66
11.09.2023 23:15:00 +0200,0,23,0,0,408,385,63
11.09.2023 23:30:00 +0200,12,0,0,0,405,418,62
11.09.2023 23:45:00 +0200,30,0,0,0,351,381,61
12.09.2023 00:00:00 +0200,3,0,0,0,407,410,60
12.09.2023 00:15:00 +0200,10,0,0,0,360,370,59
12.09.2023 00:30:00 +0200,0,32,0,0,356,323,58
12.09.2023 00:45:00 +0200,3,0,0,0,383,386,57
12.09.2023 01:00:00 +0200,0,11,0,0,359,348,56
12.09.2023 01:15:00 +0200,14,0,0,0,407,421,55
12.09.2023 01:30:00 +0200,0,4,0,0,462,458,54
12.09.2023 01:45:00 +0200,4,0,0,0,419,424,53
12.09.2023 02:00:00 +0200,4,0,0,0,449,452,52
12.09.2023 02:15:00 +0200,0,31,0,0,451,420,51
12.09.2023 02:30:00 +0200,0,25,0,0,454,428,49
12.09.2023 02:45:00 +0200,4,0,0,0,381,385,48
12.09.2023 03:00:00 +0200,30,0,0,0,334,364,47
12.09.2023 03:15:00 +0200,12,0,0,0,383,395,46
12.09.2023 03:30:00 +0200,0,9,0,0,411,401,45
12.09.2023 03:45:00 +0200,0,27,0,0,455,428,44
12.09.2023 04:00:00 +0200,0,5,0,0,460,456,43
12.09.2023 04:15:00 +0200,2,0,0,0,419,421,41
12.09.2023 04:30:00 +0200,0,1,0,0,428,427,40
12.09.2023 04:45:00 +0200,11,0,0,0,449,460,39
12.09.2023 05:00:00 +0200,0,8,0,0,421,413,38
12.09.2023 05:15:00 +0200,0,23,0,0,445,422,36
12.09.2023 05:30:00 +0200,0,20,0,0,419,398,35
12.09.2023 05:45:00 +0200,8,0,0,0,1101,1110,33
12.09.2023 06:00:00 +0200,4,0,0,0,1322,1326,29
12.09.2023 06:15:00 +0200,0,0,4,0,614,619,26
12.09.2023 06:30:00 +0200,11,0,10,0,479,500,24
12.09.2023 06:45:00 +0200,0,7,20,0,419,432,22
12.09.2023 07:00:00 +0200,16,0,27,0,354,398,21
12.09.2023 07:15:00 +0200,0,4,34,0,335,366,20
12.09.2023 07:30:00 +0200,0,21,44,0,297,321,19
12.09.2023 07:45:00 +0200,0,9,161,0,538,690,18
12.09.2023 08:00:00 +0200,9,0,210,0,1108,1327,15
12.09.2023 08:15:00 +0200,0,9,149,0,1444,1584,10
12.09.2023 08:30:00 +0200,0,11,298,0,677,965,5
12.09.2023 08:45:00 +0200,0,12,423,0,10,422,4
12.09.2023 09:00:00 +0200,0,12,364,0,28,380,4
12.09.2023 09:15:00 +0200,19,0,556,213,0,362,4
12.09.2023 09:30:00 +0200,29,0,740,441,0,328,5
12.09.2023 09:45:00 +0200,22,0,1112,873,0,260,6
12.09.2023 10:00:00 +0200,0,7,1439,0,739,2171,7
12.09.2023 10:15:00 +0200,1,0,1495,0,979,2475,4
12.09.2023 10:30:00 +0200,3,0,876,0,1698,2577,3
12.09.2023 10:45:00 +0200,401,0,1280,0,864,2544,1
12.09.2023 11:00:00 +0200,1407,0,1175,24,0,2557,0
12.09.2023 11:15:00 +0200,93,0,1506,1035,0,564,1
12.09.2023 11:30:00 +0200,32,0,1073,727,0,378,4
12.09.2023 11:45:00 +0200,33,0,873,544,0,362,5
12.09.2023 12:00:00 +0200,37,0,518,211,0,344,6
12.09.2023 12:15:00 +0200,37,0,534,199,0,372,7
12.09.2023 12:30:00 +0200,30,0,679,361,0,347,7
12.09.2023 12:45:00 +0200,43,0,831,261,0,613,9
12.09.2023 13:00:00 +0200,37,0,504,218,0,324,9
12.09.2023 13:15:00 +0200,18,0,201,0,111,330,9
12.09.2023 13:30:00 +0200,2,0,148,0,212,362,9
12.09.2023 13:45:00 +0200,4,0,346,39,0,311,8
12.09.2023 14:00:00 +0200,29,0,663,420,0,271,9
12.09.2023 14:15:00 +0200,25,0,874,564,0,335,10
12.09.2023 14:30:00 +0200,0,6,2022,1755,0,257,12
12.09.2023 14:45:00 +0200,0,2,3668,3385,0,284,21
12.09.2023 15:00:00 +0200,42,0,2129,1850,0,322,28
12.09.2023 15:15:00 +0200,43,0,2165,1045,0,1163,32
12.09.2023 15:30:00 +0200,0,50,3539,2576,0,908,35
12.09.2023 15:45:00 +0200,0,53,3859,3399,0,408,45
12.09.2023 16:00:00 +0200,48,0,3709,3348,0,412,54
12.09.2023 16:15:00 +0200,45,0,3406,3038,0,414,63
12.09.2023 16:30:00 +0200,39,0,2924,2646,0,318,70
12.09.2023 16:45:00 +0200,33,0,3641,3316,0,357,79
12.09.2023 17:00:00 +0200,39,0,3232,2954,0,317,88
12.09.2023 17:15:00 +0200,43,0,2430,2122,0,351,95
12.09.2023 17:30:00 +0200,0,561,1616,662,0,392,98
12.09.2023 17:45:00 +0200,0,747,1312,0,68,633,100
12.09.2023 18:00:00 +0200,0,450,879,0,35,464,100
12.09.2023 18:15:00 +0200,0,492,913,0,26,446,100
12.09.2023 18:30:00 +0200,0,297,601,0,24,330,100
12.09.2023 18:45:00 +0200,0,161,469,0,25,333,100
12.09.2023 19:00:00 +0200,0,91,376,0,24,309,100
12.09.2023 19:15:00 +0200,13,0,95,0,230,338,100
12.09.2023 19:30:00 +0200,7,0,32,0,368,406,99
12.09.2023 19:45:00 +0200,0,14,18,0,444,449,98
12.09.2023 20:00:00 +0200,4,0,11,0,546,560,96
12.09.2023 20:15:00 +0200,5,0,3,0,633,641,95
12.09.2023 20:30:00 +0200,0,3,0,0,796,793,93
12.09.2023 20:45:00 +0200,0,11,0,0,741,730,91
12.09.2023 21:00:00 +0200,16,0,0,0,1533,1549,88
12.09.2023 21:15:00 +0200,9,0,0,0,1216,1226,83
12.09.2023 21:30:00 +0200,8,0,0,0,829,837,81
12.09.2023 21:45:00 +0200,10,0,0,0,1503,1514,78
12.09.2023 22:00:00 +0200,4,0,0,0,1341,1345,73
12.09.2023 22:15:00 +0200,0,8,0,0,476,468,71
12.09.2023 22:30:00 +0200,0,14,0,0,469,455,70
12.09.2023 22:45:00 +0200,4,0,0,0,475,479,69
12.09.2023 23:00:00 +0200,20,0,0,0,370,390,67
12.09.2023 23:15:00 +0200,18,0,0,0,370,388,66
12.09.2023 23:30:00 +0200,1,0,0,0,404,405,66
12.09.2023 23:45:00 +0200,21,0,0,0,386,408,64
13.09.2023 00:00:00 +0200,7,0,0,0,447,454,63
13.09.2023 00:15:00 +0200,0,13,0,0,495,482,62
13.09.2023 00:30:00 +0200,0,16,0,0,463,447,61
