Datum / Uhrzeit,Netzbezug [W],Netzeinspeisung [W],Erzeugung [W],Speicher Beladung [W],Speicher Entladung [W],Verbrauch [W],Ladezustand [%]
13.04.2023 16:30:00 +0200,0,5063,6110,78,0,963,100
13.04.2023 16:45:00 +0200,0,3286,5542,0,29,2284,100
13.04.2023 17:00:00 +0200,0,1499,2773,0,156,1410,100
13.04.2023 17:15:00 +0200,0,3209,4767,0,39,1574,100
13.04.2023 17:30:00 +0200,0,2678,4239,0,33,1587,100
13.04.2023 17:45:00 +0200,295,0,581,0,3415,4424,95
13.04.2023 18:00:00 +0200,41,0,39,0,2539,2575,85
13.04.2023 18:15:00 +0200,8,0,57,0,709,783,82
13.04.2023 18:30:00 +0200,16,0,1733,1106,0,655,81
13.04.2023 18:45:00 +0200,44,0,1877,1451,0,470,86
13.04.2023 19:00:00 +0200,19,0,722,0,304,1004,88
13.04.2023 19:15:00 +0200,15,0,155,0,375,546,86
13.04.2023 19:30:00 +0200,0,23,70,0,921,942,85
13.04.2023 19:45:00 +0200,0,19,38,0,628,633,82
13.04.2023 20:00:00 +0200,12,0,22,0,942,986,81
13.04.2023 20:15:00 +0200,0,16,10,0,796,780,78
13.04.2023 20:30:00 +0200,0,8,5,0,642,609,76
13.04.2023 20:45:00 +0200,0,3,1,0,1079,1084,74
13.04.2023 21:00:00 +0200,0,11,1,0,802,773,71
13.04.2023 21:15:00 +0200,0,13,0,0,962,887,69
13.04.2023 21:30:00 +0200,7,0,0,0,799,692,67
13.04.2023 21:45:00 +0200,0,2,0,0,1128,1125,64
13.04.2023 22:00:00 +0200,0,17,0,0,620,615,62
13.04.2023 22:15:00 +0200,0,7,0,0,824,842,60
13.04.2023 22:30:00 +0200,0,1,0,0,1153,1143,57
13.04.2023 22:45:00 +0200,0,7,0,0,675,703,55
13.04.2023 23:00:00 +0200,12,0,0,0,1268,1270,52
13.04.2023 23:15:00 +0200,19,0,0,0,1487,1511,48
13.04.2023 23:30:00 +0200,4,0,0,0,1460,1466,43
13.04.2023 23:45:00 +0200,0,21,0,0,547,490,41
14.04.2023 00:00:00 +0200,0,6,0,0,1044,1043,39
14.04.2023 00:15:00 +0200,0,10,0,0,1117,1102,36
14.04.2023 00:30:00 +0200,0,3,0,0,1111,1111,32
14.04.2023 00:45:00 +0200,0,20,0,0,1129,1109,29
14.04.2023 01:00:00 +0200,14,0,0,0,1000,1001,26
14.04.2023 01:15:00 +0200,0,3,0,0,670,645,24
14.04.2023 01:30:00 +0200,0,4,0,0,1218,1207,20
14.04.2023 01:45:00 +0200,0,4,0,0,1231,1227,16
14.04.2023 02:00:00 +0200,0,18,0,0,763,722,13
14.04.2023 02:15:00 +0200,0,19,0,0,917,892,11
14.04.2023 02:30:00 +0200,0,1,0,0,1132,1135,7
14.04.2023 02:45:00 +0200,0,21,0,0,1099,1078,4
14.04.2023 03:00:00 +0200,0,13,0,0,575,542,4
14.04.2023 03:15:00 +0200,61,0,0,0,973,1010,2
14.04.2023 03:30:00 +0200,1121,0,0,15,0,1115,0
14.04.2023 03:45:00 +0200,1131,0,0,17,0,1114,0
14.04.2023 04:00:00 +0200,1115,0,0,17,0,1097,0
14.04.2023 04:15:00 +0200,1100,0,0,26,0,1074,0
14.04.2023 04:30:00 +0200,1105,0,0,28,0,1078,0
14.04.2023 04:45:00 +0200,1182,0,0,27,0,1154,0
14.04.2023 05:00:00 +0200,1287,0,0,27,0,1260,0
14.04.2023 05:15:00 +0200,1554,0,0,26,0,1527,0
14.04.2023 05:30:00 +0200,1355,0,0,26,0,1329,1
14.04.2023 05:45:00 +0200,1261,0,0,26,0,1236,1
14.04.2023 06:00:00 +0200,1012,0,0,26,0,983,1
14.04.2023 06:15:00 +0200,551,0,3,22,0,531,1
14.04.2023 06:30:00 +0200,1038,0,24,5,0,1058,1
14.04.2023 06:45:00 +0200,1002,0,36,0,17,1055,1
14.04.2023 07:00:00 +0200,1006,0,48,0,16,1070,1
14.04.2023 07:15:00 +0200,1020,0,96,0,8,1122,0
14.04.2023 07:30:00 +0200,898,0,159,0,6,1065,0
14.04.2023 07:45:00 +0200,973,0,210,0,11,1195,0
14.04.2023 08:00:00 +0200,2321,0,294,1,0,2617,0
14.04.2023 08:15:00 +0200,724,0,328,122,0,935,0
14.04.2023 08:30:00 +0200,17,0,410,0,97,522,0
14.04.2023 08:45:00 +0200,18,0,482,46,0,460,0
14.04.2023 09:00:00 +0200,36,0,607,499,0,141,2
14.04.2023 09:15:00 +0200,25,0,749,112,0,665,2
14.04.2023 09:30:00 +0200,0,42,1126,1171,0,-90,4
14.04.2023 09:45:00 +0200,0,185,1531,1064,0,270,8
14.04.2023 10:00:00 +0200,0,22,2059,1144,0,893,11
14.04.2023 10:15:00 +0200,0,188,2111,1218,0,706,14
14.04.2023 10:30:00 +0200,0,1100,2398,1236,0,49,17
14.04.2023 10:45:00 +0200,0,1590,2874,1225,0,51,21
14.04.2023 11:00:00 +0200,0,364,2975,319,0,2254,22
14.04.2023 11:15:00 +0200,0,1177,2855,1139,0,469,25
14.04.2023 11:30:00 +0200,0,1734,3214,1300,0,178,28
14.04.2023 11:45:00 +0200,0,2382,3822,1301,0,140,32
14.04.2023 12:00:00 +0200,0,42,4611,60,0,4462,33
14.04.2023 12:15:00 +0200,0,1,5298,486,0,4844,34
14.04.2023 12:30:00 +0200,34,0,5248,817,0,4461,36
14.04.2023 12:45:00 +0200,46,0,5022,0,342,5402,37
14.04.2023 13:00:00 +0200,10,0,5283,0,329,5707,35
14.04.2023 13:15:00 +0200,46,0,5551,1049,0,4551,37
14.04.2023 13:30:00 +0200,11,0,4738,77,0,4669,37
14.04.2023 13:45:00 +0200,5,0,5406,468,0,5051,38
14.04.2023 14:00:00 +0200,29,0,5290,580,0,4776,40
14.04.2023 14:15:00 +0200,17,0,4055,0,465,4535,40
14.04.2023 14:30:00 +0200,0,0,3013,0,1582,4583,36
14.04.2023 14:45:00 +0200,9,0,2657,0,2402,5074,30
14.04.2023 15:00:00 +0200,0,5,2627,2202,0,476,31
14.04.2023 15:15:00 +0200,34,0,2364,2032,0,372,37
14.04.2023 15:30:00 +0200,39,0,2191,1063,0,1349,40
14.04.2023 15:45:00 +0200,34,0,2449,1138,0,1362,43
14.04.2023 16:00:00 +0200,0,52,3153,2751,0,442,48
14.04.2023 16:15:00 +0200,0,410,3711,2983,0,293,55
14.04.2023 16:30:00 +0200,49,0,1722,1477,0,300,63
14.04.2023 16:45:00 +0200,26,0,1372,1105,0,293,66
14.04.2023 17:00:00 +0200,50,0,2758,2239,0,678,71
14.04.2023 17:15:00 +0200,18,0,940,457,0,468,73
14.04.2023 17:30:00 +0200,25,0,1949,1657,0,344,75
14.04.2023 17:45:00 +0200,42,0,4003,3590,0,417,83
14.04.2023 18:00:00 +0200,48,0,2221,1907,0,463,91
14.04.2023 18:15:00 +0200,38,0,2423,1793,0,682,96
14.04.2023 18:30:00 +0200,48,0,1259,911,0,388,97
14.04.2023 18:45:00 +0200,33,0,608,280,0,388,99
14.04.2023 19:00:00 +0200,0,249,925,0,35,722,100
14.04.2023 19:15:00 +0200,0,214,548,0,26,361,100
14.04.2023 19:30:00 +0200,0,16,376,0,26,384,100
14.04.2023 19:45:00 +0200,7,0,170,0,577,740,100
14.04.2023 20:00:00 +0200,13,0,50,0,453,525,98
14.04.2023 20:15:00 +0200,8,0,33,0,1115,1130,96
14.04.2023 20:30:00 +0200,10,0,10,0,1423,1417,93
14.04.2023 20:45:00 +0200,9,0,6,0,1313,1324,89
14.04.2023 21:00:00 +0200,11,0,2,0,1454,1465,85
14.04.2023 21:15:00 +0200,9,0,0,0,1581,1583,81
14.04.2023 21:30:00 +0200,17,0,0,0,1647,1667,76
14.04.2023 21:45:00 +0200,0,7,0,0,751,855,73
14.04.2023 22:00:00 +0200,0,9,0,0,827,823,71
14.04.2023 22:15:00 +0200,6,0,0,0,962,978,68
14.04.2023 22:30:00 +0200,0,4,0,0,521,517,66
14.04.2023 22:45:00 +0200,2,0,0,0,993,1014,64
14.04.2023 23:00:00 +0200,0,6,0,0,433,428,62
14.04.2023 23:15:00 +0200,0,9,0,0,1058,1034,60
14.04.2023 23:30:00 +0200,5,0,0,0,561,526,58
14.04.2023 23:45:00 +0200,0,11,0,0,1163,1152,55
15.04.2023 00:00:00 +0200,0,10,0,0,614,553,53
15.04.2023 00:15:00 +0200,5,0,0,0,1021,1061,51
15.04.2023 00:30:00 +0200,3,0,0,0,516,522,48
15.04.2023 00:45:00 +0200,5,0,0,0,1152,1133,46
15.04.2023 01:00:00 +0200,0,6,0,0,814,803,43
15.04.2023 01:15:00 +0200,0,3,0,0,911,901,41
15.04.2023 01:30:00 +0200,0,6,0,0,675,681,38
15.04.2023 01:45:00 +0200,0,3,0,0,950,927,37
15.04.2023 02:00:00 +0200,0,27,0,0,690,638,34
15.04.2023 02:15:00 +0200,0,14,0,0,947,945,32
15.04.2023 02:30:00 +0200,0,22,0,0,493,545,30
15.04.2023 02:45:00 +0200,0,0,0,0,1057,1008,27
15.04.2023 03:00:00 +0200,11,0,0,0,1302,1321,24
15.04.2023 03:15:00 +0200,15,0,0,0,1411,1426,19
15.04.2023 03:30:00 +0200,0,5,0,0,597,622,16
15.04.2023 03:45:00 +0200,14,0,0,0,1150,1062,14
15.04.2023 04:00:00 +0200,0,25,0,0,670,627,10
15.04.2023 04:15:00 +0200,0,0,0,0,1075,1091,8
15.04.2023 04:30:00 +0200,0,31,0,0,565,546,5
15.04.2023 04:45:00 +0200,0,10,0,0,1002,1014,4
15.04.2023 05:00:00 +0200,0,11,0,0,438,445,3
15.04.2023 05:15:00 +0200,225,0,0,0,715,954,1
15.04.2023 05:30:00 +0200,490,0,0,18,0,472,0
15.04.2023 05:45:00 +0200,1111,0,0,12,0,1098,0
15.04.2023 06:00:00 +0200,526,0,0,12,0,511,0
15.04.2023 06:15:00 +0200,953,0,0,11,0,945,0
15.04.2023 06:30:00 +0200,649,0,1,14,0,633,0
15.04.2023 06:45:00 +0200,954,0,8,27,0,929,0
15.04.2023 07:00:00 +0200,733,0,34,27,0,737,0
15.04.2023 07:15:00 +0200,779,0,36,17,0,799,0
15.04.2023 07:30:00 +0200,711,0,69,12,0,772,0
15.04.2023 07:45:00 +0200,561,0,94,0,18,669,0
15.04.2023 08:00:00 +0200,669,0,158,0,12,843,0
15.04.2023 08:15:00 +0200,1038,0,105,0,12,1156,0
15.04.2023 08:30:00 +0200,1472,0,101,0,11,1580,0
15.04.2023 08:45:00 +0200,1631,0,67,0,7,1695,0
15.04.2023 09:00:00 +0200,1257,0,79,0,1,1341,0
15.04.2023 09:15:00 +0200,1223,0,123,0,15,1360,0
15.04.2023 09:30:00 +0200,1053,0,162,0,4,1224,0
15.04.2023 09:45:00 +0200,179,0,299,0,10,496,0
15.04.2023 10:00:00 +0200,1992,0,329,0,4,2330,0
15.04.2023 10:15:00 +0200,377,0,205,0,14,595,0
15.04.2023 10:30:00 +0200,896,0,220,0,4,1127,0
15.04.2023 10:45:00 +0200,555,0,185,0,9,753,0
15.04.2023 11:00:00 +0200,767,0,209,0,10,989,0
15.04.2023 11:15:00 +0200,645,0,397,50,0,990,0
15.04.2023 11:30:00 +0200,257,0,600,33,0,827,0
15.04.2023 11:45:00 +0200,67,0,764,414,0,413,0
15.04.2023 12:00:00 +0200,17,0,1060,186,0,881,1
15.04.2023 12:15:00 +0200,32,0,1293,931,0,379,3
15.04.2023 12:30:00 +0200,34,0,1462,534,0,946,5
15.04.2023 12:45:00 +0200,27,0,1472,914,0,576,7
15.04.2023 13:00:00 +0200,41,0,1508,531,0,1011,8
15.04.2023 13:15:00 +0200,32,0,1895,1269,0,681,11
15.04.2023 13:30:00 +0200,34,0,2148,1553,0,645,15
15.04.2023 13:45:00 +0200,0,364,2763,1844,0,513,20
15.04.2023 14:00:00 +0200,30,0,1703,353,0,1409,23
15.04.2023 14:15:00 +0200,0,3,1155,0,205,1359,23
15.04.2023 14:30:00 +0200,32,0,1398,959,0,461,24
15.04.2023 14:45:00 +0200,30,0,1085,654,0,459,26
15.04.2023 15:00:00 +0200,35,0,1283,445,0,873,28
15.04.2023 15:15:00 +0200,28,0,1279,560,0,742,29
15.04.2023 15:30:00 +0200,35,0,1232,662,0,578,31
15.04.2023 15:45:00 +0200,27,0,1416,546,0,838,32
15.04.2023 16:00:00 +0200,30,0,1590,1245,0,369,35
15.04.2023 16:15:00 +0200,34,0,2142,1487,0,721,39
15.04.2023 16:30:00 +0200,13,0,1448,300,0,1200,41
15.04.2023 16:45:00 +0200,38,0,1476,1106,0,455,44
15.04.2023 17:00:00 +0200,34,0,1330,569,0,847,46
15.04.2023 17:15:00 +0200,28,0,943,515,0,455,47
15.04.2023 17:30:00 +0200,39,0,872,522,0,393,49
15.04.2023 17:45:00 +0200,27,0,401,0,610,1073,48
15.04.2023 18:00:00 +0200,0,0,328,0,979,1306,46
15.04.2023 18:15:00 +0200,10,0,212,0,1178,1393,43
15.04.2023 18:30:00 +0200,5,0,115,0,731,853,40
15.04.2023 18:45:00 +0200,0,0,85,0,582,650,39
15.04.2023 19:00:00 +0200,0,23,36,0,522,524,37
15.04.2023 19:15:00 +0200,8,0,35,0,645,705,36
15.04.2023 19:30:00 +0200,0,29,33,0,870,885,33
15.04.2023 19:45:00 +0200,0,14,20,0,430,435,32
15.04.2023 20:00:00 +0200,15,0,17,0,983,1025,29
15.04.2023 20:15:00 +0200,0,6,12,0,449,456,28
15.04.2023 20:30:00 +0200,0,19,3,0,1119,1058,26
15.04.2023 20:45:00 +0200,0,31,1,0,577,542,24
15.04.2023 21:00:00 +0200,0,4,0,0,959,942,22
15.04.2023 21:15:00 +0200,0,8,0,0,536,536,20
15.04.2023 21:30:00 +0200,1,0,0,0,1114,1112,18
15.04.2023 21:45:00 +0200,3,0,0,0,519,580,15
15.04.2023 22:00:00 +0200,17,0,0,0,1005,986,13
15.04.2023 22:15:00 +0200,0,2,0,0,769,774,10
15.04.2023 22:30:00 +0200,18,0,0,0,853,932,8
15.04.2023 22:45:00 +0200,0,17,0,0,728,735,5
15.04.2023 23:00:00 +0200,4,0,0,0,1083,1068,3
15.04.2023 23:15:00 +0200,476,0,0,0,302,799,0
15.04.2023 23:30:00 +0200,825,0,0,46,0,779,0
15.04.2023 23:45:00 +0200,677,0,0,46,0,632,0
16.04.2023 00:00:00 +0200,897,0,0,49,0,848,0
16.04.2023 00:15:00 +0200,1384,0,0,50,0,1334,0
16.04.2023 00:30:00 +0200,1486,0,0,50,0,1437,0
16.04.2023 00:45:00 +0200,623,0,0,50,0,573,0
16.04.2023 01:00:00 +0200,1066,0,0,50,0,1017,0
16.04.2023 01:15:00 +0200,362,0,0,0,286,704,1
16.04.2023 01:30:00 +0200,915,0,0,0,14,929,0
16.04.2023 01:45:00 +0200,757,0,0,0,14,768,0
16.04.2023 02:00:00 +0200,800,0,0,0,15,808,0
16.04.2023 02:15:00 +0200,767,0,0,0,15,784,0
16.04.2023 02:30:00 +0200,713,0,0,0,17,739,1
16.04.2023 02:45:00 +0200,805,0,0,0,17,819,1
16.04.2023 03:00:00 +0200,869,0,0,0,17,887,1
16.04.2023 03:15:00 +0200,650,0,0,0,15,659,1
16.04.2023 03:30:00 +0200,595,0,0,0,15,609,1
16.04.2023 03:45:00 +0200,856,0,0,0,16,864,1
16.04.2023 04:00:00 +0200,470,0,0,0,15,481,1
16.04.2023 04:15:00 +0200,1075,0,0,0,16,1093,1
16.04.2023 04:30:00 +0200,493,0,0,0,16,509,1
16.04.2023 04:45:00 +0200,1132,0,0,0,16,1149,1
16.04.2023 05:00:00 +0200,634,0,0,0,16,648,1
16.04.2023 05:15:00 +0200,1037,0,0,0,16,1042,1
16.04.2023 05:30:00 +0200,1343,0,0,0,15,1359,0
16.04.2023 05:45:00 +0200,1324,0,0,0,16,1341,0
16.04.2023 06:00:00 +0200,417,0,0,0,15,431,0
16.04.2023 06:15:00 +0200,1024,0,0,0,16,1039,0
16.04.2023 06:30:00 +0200,527,0,4,0,9,537,0
16.04.2023 06:45:00 +0200,869,0,18,0,1,884,0
16.04.2023 07:00:00 +0200,610,0,29,0,13,651,0
16.04.2023 07:15:00 +0200,986,0,32,0,11,1031,0
16.04.2023 07:30:00 +0200,519,0,36,0,16,569,0
16.04.2023 07:45:00 +0200,771,0,48,0,6,829,0
16.04.2023 08:00:00 +0200,627,0,85,0,8,726,0
16.04.2023 08:15:00 +0200,520,0,197,0,10,732,0
16.04.2023 08:30:00 +0200,637,0,154,0,13,805,0
16.04.2023 08:45:00 +0200,410,0,187,0,9,610,0
16.04.2023 09:00:00 +0200,501,0,343,22,0,815,0
16.04.2023 09:15:00 +0200,224,0,291,0,1,521,0
16.04.2023 09:30:00 +0200,386,0,471,8,0,847,0
16.04.2023 09:45:00 +0200,93,0,613,235,0,447,0
16.04.2023 10:00:00 +0200,335,0,526,27,0,811,0
16.04.2023 10:15:00 +0200,218,0,916,37,0,1111,0
16.04.2023 10:30:00 +0200,658,0,1037,0,0,1695,0
16.04.2023 10:45:00 +0200,60,0,1471,162,0,1368,0
16.04.2023 11:00:00 +0200,65,0,1336,47,0,1348,0
16.04.2023 11:15:00 +0200,22,0,1410,924,0,493,1
16.04.2023 11:30:00 +0200,0,499,3293,2192,0,598,6
16.04.2023 11:45:00 +0200,0,152,2525,1867,0,479,11
16.04.2023 12:00:00 +0200,39,0,1571,1310,0,307,16
16.04.2023 12:15:00 +0200,28,0,1553,1057,0,519,19
16.04.2023 12:30:00 +0200,34,0,1725,1176,0,552,22
16.04.2023 12:45:00 +0200,33,0,1314,571,0,764,24
16.04.2023 13:00:00 +0200,32,0,1268,927,0,361,27
16.04.2023 13:15:00 +0200,47,0,782,0,1155,2012,27
16.04.2023 13:30:00 +0200,4,0,664,0,650,1352,22
16.04.2023 13:45:00 +0200,0,1,661,0,426,1086,22
16.04.2023 14:00:00 +0200,18,0,715,203,0,558,21
16.04.2023 14:15:00 +0200,15,0,1037,0,551,1681,21
16.04.2023 14:30:00 +0200,36,0,857,453,0,453,20
16.04.2023 14:45:00 +0200,17,0,891,322,0,575,21
16.04.2023 15:00:00 +0200,39,0,828,0,432,1275,22
16.04.2023 15:15:00 +0200,77,0,724,0,930,1714,19
16.04.2023 15:30:00 +0200,6,0,954,0,385,1304,17
16.04.2023 15:45:00 +0200,26,0,1677,455,0,1252,17
16.04.2023 16:00:00 +0200,33,0,1780,1441,0,399,21
16.04.2023 16:15:00 +0200,32,0,1638,1206,0,472,24
16.04.2023 16:30:00 +0200,30,0,1356,724,0,652,26
16.04.2023 16:45:00 +0200,34,0,1259,921,0,376,29
16.04.2023 17:00:00 +0200,42,0,1011,334,0,686,30
16.04.2023 17:15:00 +0200,32,0,825,230,0,624,31
16.04.2023 17:30:00 +0200,6,0,722,0,698,1324,30
16.04.2023 17:45:00 +0200,3,0,521,0,563,1089,29
16.04.2023 18:00:00 +0200,17,0,545,0,618,1182,27
16.04.2023 18:15:00 +0200,26,0,497,0,870,1390,26
16.04.2023 18:30:00 +0200,4,0,427,0,984,1423,23
16.04.2023 18:45:00 +0200,15,0,299,0,195,517,21
16.04.2023 19:00:00 +0200,6,0,143,0,786,933,20
16.04.2023 19:15:00 +0200,0,7,78,0,635,724,18
16.04.2023 19:30:00 +0200,11,0,44,0,1189,1160,15
16.04.2023 19:45:00 +0200,3,0,36,0,1013,1030,13
16.04.2023 20:00:00 +0200,2,0,22,0,1042,1086,10
16.04.2023 20:15:00 +0200,0,10,10,0,838,830,7
16.04.2023 20:30:00 +0200,0,17,2,0,968,956,4
16.04.2023 20:45:00 +0200,0,15,1,0,704,687,3
16.04.2023 21:00:00 +0200,943,0,0,0,54,1048,0
16.04.2023 21:15:00 +0200,562,0,0,22,0,544,0
16.04.2023 21:30:00 +0200,1018,0,0,21,0,994,0
16.04.2023 21:45:00 +0200,536,0,0,21,0,522,0
16.04.2023 22:00:00 +0200,1120,0,0,21,0,1100,0
16.04.2023 22:15:00 +0200,597,0,0,21,0,579,0
16.04.2023 22:30:00 +0200,1216,0,0,24,0,1191,0
16.04.2023 22:45:00 +0200,647,0,0,29,0,617,1
16.04.2023 23:00:00 +0200,1184,0,0,29,0,1157,1
16.04.2023 23:15:00 +0200,592,0,0,29,0,563,1
16.04.2023 23:30:00 +0200,1117,0,0,29,0,1089,1
16.04.2023 23:45:00 +0200,1436,0,0,29,0,1407,1
17.04.2023 00:00:00 +0200,1455,0,0,29,0,1425,1
17.04.2023 00:15:00 +0200,600,0,0,29,0,574,1
17.04.2023 00:30:00 +0200,1122,0,0,29,0,1087,1
17.04.2023 00:45:00 +0200,539,0,0,29,0,510,1
17.04.2023 01:00:00 +0200,1123,0,0,29,0,1092,1
17.04.2023 01:15:00 +0200,533,0,0,29,0,505,1
17.04.2023 01:30:00 +0200,1077,0,0,28,0,1044,1
17.04.2023 01:45:00 +0200,607,0,0,28,0,580,1
17.04.2023 02:00:00 +0200,893,0,0,28,0,862,1
17.04.2023 02:15:00 +0200,697,0,0,29,0,671,1
17.04.2023 02:30:00 +0200,807,0,0,2,0,797,1
17.04.2023 02:45:00 +0200,422,0,0,0,346,762,1
17.04.2023 03:00:00 +0200,743,0,0,20,0,718,0
17.04.2023 03:15:00 +0200,822,0,0,20,0,803,0
17.04.2023 03:30:00 +0200,621,0,0,19,0,601,0
17.04.2023 03:45:00 +0200,824,0,0,26,0,802,1
17.04.2023 04:00:00 +0200,628,0,0,30,0,599,1
17.04.2023 04:15:00 +0200,1071,0,0,29,0,1041,1
17.04.2023 04:30:00 +0200,573,0,0,29,0,543,1
17.04.2023 04:45:00 +0200,1107,0,0,29,0,1078,1
17.04.2023 05:00:00 +0200,629,0,0,29,0,597,1
17.04.2023 05:15:00 +0200,1164,0,0,29,0,1134,1
17.04.2023 05:30:00 +0200,1438,0,0,29,0,1408,1
17.04.2023 05:45:00 +0200,1117,0,0,29,0,1076,1
17.04.2023 06:00:00 +0200,876,0,0,29,0,850,1
17.04.2023 06:15:00 +0200,993,0,5,22,0,975,1
17.04.2023 06:30:00 +0200,574,0,27,16,0,583,1
17.04.2023 06:45:00 +0200,1132,0,37,14,0,1152,1
17.04.2023 07:00:00 +0200,1242,0,72,14,0,1296,1
17.04.2023 07:15:00 +0200,1156,0,160,4,0,1309,0
17.04.2023 07:30:00 +0200,1067,0,277,0,7,1353,0
17.04.2023 07:45:00 +0200,537,0,436,52,0,926,0
17.04.2023 08:00:00 +0200,17,0,560,44,0,531,0
17.04.2023 08:15:00 +0200,0,14,682,0,236,895,0
17.04.2023 08:30:00 +0200,21,0,886,521,0,378,2
17.04.2023 08:45:00 +0200,18,0,1131,392,0,744,2
17.04.2023 09:00:00 +0200,31,0,1282,1004,0,305,5
17.04.2023 09:15:00 +0200,0,135,1574,1200,0,234,8
17.04.2023 09:30:00 +0200,0,133,1513,1272,0,95,11
17.04.2023 09:45:00 +0200,0,304,1660,1390,0,-67,15
17.04.2023 10:00:00 +0200,0,582,1912,1462,0,-132,19
17.04.2023 10:15:00 +0200,0,236,2220,1463,0,518,23
17.04.2023 10:30:00 +0200,0,1626,3061,1464,0,-27,26
17.04.2023 10:45:00 +0200,0,2061,3471,1464,0,-56,30
17.04.2023 11:00:00 +0200,0,2197,3835,1465,0,173,35
17.04.2023 11:15:00 +0200,0,2837,4186,1465,0,-116,38
17.04.2023 11:30:00 +0200,0,2937,4545,1465,0,138,43
17.04.2023 11:45:00 +0200,0,3474,4848,1465,0,-106,46
17.04.2023 12:00:00 +0200,0,4104,5504,1477,0,-77,50
17.04.2023 12:15:00 +0200,0,4152,5613,1479,0,-29,54
17.04.2023 12:30:00 +0200,0,4016,5573,1498,0,69,58
17.04.2023 12:45:00 +0200,0,4055,5708,1494,0,181,62
17.04.2023 13:00:00 +0200,0,2996,5591,1489,0,1096,66
17.04.2023 13:15:00 +0200,0,4477,7062,1491,0,1096,70
17.04.2023 13:30:00 +0200,0,5305,7004,1497,0,202,74
17.04.2023 13:45:00 +0200,0,5413,7115,1521,0,184,79
17.04.2023 14:00:00 +0200,0,5427,7131,1518,0,197,82
17.04.2023 14:15:00 +0200,0,5389,7118,1509,0,222,87
17.04.2023 14:30:00 +0200,0,5208,7037,1505,0,323,91
17.04.2023 14:45:00 +0200,0,4255,6997,2371,0,358,95
17.04.2023 15:00:00 +0200,0,5578,6640,551,0,422,99
17.04.2023 15:15:00 +0200,0,5817,6351,97,0,439,100
17.04.2023 15:30:00 +0200,0,5800,6172,0,30,406,100
17.04.2023 15:45:00 +0200,0,5808,6277,0,31,499,100
17.04.2023 16:00:00 +0200,0,5740,6201,0,31,490,100
17.04.2023 16:15:00 +0200,0,5216,6019,0,31,833,100
17.04.2023 16:30:00 +0200,0,5272,5756,0,30,514,100
17.04.2023 16:45:00 +0200,0,4969,5451,0,31,515,100
17.04.2023 17:00:00 +0200,0,4514,4905,0,29,418,100
17.04.2023 17:15:00 +0200,0,3778,4564,0,29,813,100
17.04.2023 17:30:00 +0200,0,3556,4093,0,28,568,100
17.04.2023 17:45:00 +0200,0,2261,3650,0,28,1424,100
17.04.2023 18:00:00 +0200,0,1739,3153,0,28,1443,100
17.04.2023 18:15:00 +0200,0,1205,2723,0,27,1547,100
17.04.2023 18:30:00 +0200,0,790,2109,0,27,1351,100
17.04.2023 18:45:00 +0200,0,1016,1619,0,27,631,100
17.04.2023 19:00:00 +0200,0,466,1054,0,27,613,100
17.04.2023 19:15:00 +0200,0,24,537,0,37,553,100
17.04.2023 19:30:00 +0200,2,0,303,0,86,389,100
17.04.2023 19:45:00 +0200,11,0,124,0,837,956,98
17.04.2023 20:00:00 +0200,10,0,50,0,315,374,97
17.04.2023 20:15:00 +0200,4,0,29,0,415,440,96
17.04.2023 20:30:00 +0200,3,0,11,0,948,966,95
17.04.2023 20:45:00 +0200,0,11,1,0,627,610,92
17.04.2023 21:00:00 +0200,0,17,0,0,643,614,90
17.04.2023 21:15:00 +0200,0,10,0,0,1010,1099,88
17.04.2023 21:30:00 +0200,0,19,0,0,458,437,86
17.04.2023 21:45:00 +0200,0,10,0,0,505,495,85
17.04.2023 22:00:00 +0200,1,0,0,0,924,878,83
17.04.2023 22:15:00 +0200,0,1,0,0,484,487,81
17.04.2023 22:30:00 +0200,0,25,0,0,881,881,79
17.04.2023 22:45:00 +0200,0,14,0,0,568,668,77
17.04.2023 23:00:00 +0200,0,12,0,0,697,653,76
17.04.2023 23:15:00 +0200,0,21,0,0,836,795,73
17.04.2023 23:30:00 +0200,21,0,0,0,928,970,71
17.04.2023 23:45:00 +0200,13,0,0,0,1426,1439,67
18.04.2023 00:00:00 +0200,13,0,0,0,975,987,64
18.04.2023 00:15:00 +0200,7,0,0,0,399,406,63
18.04.2023 00:30:00 +0200,0,22,0,0,890,833,61
18.04.2023 00:45:00 +0200,0,18,0,0,641,678,58
18.04.2023 01:00:00 +0200,0,14,0,0,993,984,56
18.04.2023 01:15:00 +0200,3,0,0,0,746,729,54
18.04.2023 01:30:00 +0200,0,7,0,0,1181,1177,51
18.04.2023 01:45:00 +0200,0,0,0,0,846,831,48
18.04.2023 02:00:00 +0200,0,9,0,0,796,770,47
18.04.2023 02:15:00 +0200,4,0,0,0,567,546,44
18.04.2023 02:30:00 +0200,0,4,0,0,1093,1097,42
18.04.2023 02:45:00 +0200,0,4,0,0,658,657,39
18.04.2023 03:00:00 +0200,0,0,0,0,977,1002,37
18.04.2023 03:15:00 +0200,1,0,0,0,763,730,35
18.04.2023 03:30:00 +0200,0,0,0,0,952,952,33
18.04.2023 03:45:00 +0200,8,0,0,0,892,875,30
18.04.2023 04:00:00 +0200,3,0,0,0,779,791,28
18.04.2023 04:15:00 +0200,0,1,0,0,930,937,25
18.04.2023 04:30:00 +0200,0,12,0,0,723,714,23
